INSTANCE,HH,MODEL,SIZE
random_66_50_50.vcp,13,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_66_75_25.vcp,11,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_66_75_50.vcp,19,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_67_25_25.vcp,5,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_67_25_50.vcp,9,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_67_50_25.vcp,9,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_67_50_50.vcp,14,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_67_75_25.vcp,12,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_67_75_50.vcp,21,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_68_25_25.vcp,5,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_68_25_50.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_68_50_25.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_68_50_50.vcp,14,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_68_75_25.vcp,11,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_68_75_50.vcp,20,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_69_25_25.vcp,6,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_69_25_50.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_69_50_25.vcp,9,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_69_50_50.vcp,12,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_69_75_25.vcp,11,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_69_75_50.vcp,19,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_6_25_25.vcp,5,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_6_25_50.vcp,9,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_6_50_25.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_6_50_50.vcp,13,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_6_75_25.vcp,12,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_6_75_50.vcp,19,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_70_25_25.vcp,6,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_70_25_50.vcp,9,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_70_50_25.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_70_50_50.vcp,14,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_70_75_25.vcp,11,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_70_75_50.vcp,19,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_71_25_25.vcp,6,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_71_25_50.vcp,9,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_71_50_25.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_71_50_50.vcp,12,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_71_75_25.vcp,11,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_71_75_50.vcp,18,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_72_25_25.vcp,5,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_72_25_50.vcp,7,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_72_50_25.vcp,9,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_72_50_50.vcp,13,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_72_75_25.vcp,10,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_72_75_50.vcp,19,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_73_25_25.vcp,6,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_73_25_50.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_73_50_25.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_73_50_50.vcp,12,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_73_75_25.vcp,11,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_73_75_50.vcp,19,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_74_25_25.vcp,5,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_74_25_50.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_74_50_25.vcp,7,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_74_50_50.vcp,13,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_74_75_25.vcp,11,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_74_75_50.vcp,19,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_75_25_25.vcp,5,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_75_25_50.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_75_50_25.vcp,9,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_75_50_50.vcp,13,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_75_75_25.vcp,11,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_75_75_50.vcp,20,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_76_25_25.vcp,6,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_76_25_50.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_76_50_25.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_76_50_50.vcp,13,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_76_75_25.vcp,13,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_76_75_50.vcp,19,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_77_25_25.vcp,6,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_77_25_50.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_77_50_25.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_77_50_50.vcp,13,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_77_75_25.vcp,12,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_77_75_50.vcp,19,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_78_25_25.vcp,6,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_78_25_50.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_78_50_25.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_78_50_50.vcp,12,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_78_75_25.vcp,12,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_78_75_50.vcp,21,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_79_25_25.vcp,5,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_79_25_50.vcp,7,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_79_50_25.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_79_50_50.vcp,13,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_79_75_25.vcp,12,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_79_75_50.vcp,20,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_7_25_25.vcp,7,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_7_25_50.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_7_50_25.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_7_50_50.vcp,13,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_7_75_25.vcp,12,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_7_75_50.vcp,19,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_80_25_25.vcp,5,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_80_25_50.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_80_50_25.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_80_50_50.vcp,12,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_80_75_25.vcp,12,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_80_75_50.vcp,18,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_81_25_25.vcp,5,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_81_25_50.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_81_50_25.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_81_50_50.vcp,12,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_81_75_25.vcp,10,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_81_75_50.vcp,19,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_82_25_25.vcp,5,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_82_25_50.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_82_50_25.vcp,9,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_82_50_50.vcp,14,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_82_75_25.vcp,13,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_82_75_50.vcp,18,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_83_25_25.vcp,6,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_83_25_50.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_83_50_25.vcp,7,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_83_50_50.vcp,14,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_83_75_25.vcp,11,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_83_75_50.vcp,18,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_84_25_25.vcp,6,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_84_25_50.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_84_50_25.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_84_50_50.vcp,13,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_84_75_25.vcp,12,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_84_75_50.vcp,20,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_85_25_25.vcp,5,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_85_25_50.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_85_50_25.vcp,9,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_85_50_50.vcp,12,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_85_75_25.vcp,11,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_85_75_50.vcp,22,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_86_25_25.vcp,5,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_86_25_50.vcp,9,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_86_50_25.vcp,9,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_86_50_50.vcp,14,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_86_75_25.vcp,12,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_86_75_50.vcp,18,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_87_25_25.vcp,5,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_87_25_50.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_87_50_25.vcp,9,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_87_50_50.vcp,13,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_87_75_25.vcp,12,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_87_75_50.vcp,20,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_88_25_25.vcp,6,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_88_25_50.vcp,9,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_88_50_25.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_88_50_50.vcp,13,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_88_75_25.vcp,11,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_88_75_50.vcp,19,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_89_25_25.vcp,5,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_89_25_50.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_89_50_25.vcp,7,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_89_50_50.vcp,12,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_89_75_25.vcp,12,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_89_75_50.vcp,19,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_8_25_25.vcp,5,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_8_25_50.vcp,9,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_8_50_25.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_8_50_50.vcp,14,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_8_75_25.vcp,12,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_8_75_50.vcp,19,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_90_25_25.vcp,6,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_90_25_50.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_90_50_25.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_90_50_50.vcp,15,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_90_75_25.vcp,10,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_90_75_50.vcp,20,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_91_25_25.vcp,5,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_91_25_50.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_91_50_25.vcp,7,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_91_50_50.vcp,12,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_91_75_25.vcp,12,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_91_75_50.vcp,18,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_92_25_25.vcp,5,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_92_25_50.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_92_50_25.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_92_50_50.vcp,13,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_92_75_25.vcp,12,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_92_75_50.vcp,21,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_93_25_25.vcp,6,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_93_25_50.vcp,9,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_93_50_25.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_93_50_50.vcp,13,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_93_75_25.vcp,11,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_93_75_50.vcp,19,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_94_25_25.vcp,6,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_94_25_50.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_94_50_25.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_94_50_50.vcp,14,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_94_75_25.vcp,13,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_94_75_50.vcp,19,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_95_25_25.vcp,5,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_95_25_50.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_95_50_25.vcp,9,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_95_50_50.vcp,12,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_95_75_25.vcp,12,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_95_75_50.vcp,19,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_96_25_25.vcp,6,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_96_25_50.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_96_50_25.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_96_50_50.vcp,13,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_96_75_25.vcp,13,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_96_75_50.vcp,20,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_97_25_25.vcp,5,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_97_25_50.vcp,9,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_97_50_25.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_97_50_50.vcp,14,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_97_75_25.vcp,11,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_97_75_50.vcp,20,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_98_25_25.vcp,5,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_98_25_50.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_98_50_25.vcp,7,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_98_50_50.vcp,12,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_98_75_25.vcp,11,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_98_75_50.vcp,18,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_99_25_25.vcp,6,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_99_25_50.vcp,7,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_99_50_25.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_99_50_50.vcp,12,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_99_75_25.vcp,12,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_99_75_50.vcp,17,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_9_25_25.vcp,5,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_9_25_50.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_9_50_25.vcp,9,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_9_50_50.vcp,12,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_9_75_25.vcp,11,BernoulliNB(force_alpha=True),VCP-Training-10NAs
random_9_75_50.vcp,19,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_100_25.vcp,7,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_100_50.vcp,12,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_10_25.vcp,9,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_10_50.vcp,13,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_11_25.vcp,9,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_11_50.vcp,12,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_12_25.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_12_50.vcp,14,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_13_25.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_13_50.vcp,13,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_14_25.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_14_50.vcp,13,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_15_25.vcp,7,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_15_50.vcp,12,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_16_25.vcp,7,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_16_50.vcp,12,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_17_25.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_17_50.vcp,12,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_18_25.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_18_50.vcp,13,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_19_25.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_19_50.vcp,14,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_1_25.vcp,9,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_1_50.vcp,14,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_20_25.vcp,9,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_20_50.vcp,12,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_21_25.vcp,9,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_21_50.vcp,14,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_22_25.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_22_50.vcp,12,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_23_25.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_23_50.vcp,12,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_24_25.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_24_50.vcp,14,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_25_25.vcp,7,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_25_50.vcp,14,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_26_25.vcp,7,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_26_50.vcp,14,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_27_25.vcp,9,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_27_50.vcp,12,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_28_25.vcp,7,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_28_50.vcp,15,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_29_25.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_29_50.vcp,14,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_2_25.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_2_50.vcp,13,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_30_25.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_30_50.vcp,13,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_31_25.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_31_50.vcp,14,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_32_25.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_32_50.vcp,13,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_33_25.vcp,7,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_33_50.vcp,12,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_34_25.vcp,9,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_34_50.vcp,13,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_35_25.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_35_50.vcp,12,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_36_25.vcp,9,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_36_50.vcp,13,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_37_25.vcp,9,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_37_50.vcp,14,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_38_25.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_38_50.vcp,13,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_39_25.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_39_50.vcp,13,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_3_25.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_3_50.vcp,13,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_40_25.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_40_50.vcp,13,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_41_25.vcp,7,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_41_50.vcp,12,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_42_25.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_42_50.vcp,13,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_43_25.vcp,7,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_43_50.vcp,12,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_44_25.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_44_50.vcp,14,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_45_25.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_45_50.vcp,13,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_46_25.vcp,7,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_46_50.vcp,14,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_47_25.vcp,9,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_47_50.vcp,13,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_48_25.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_48_50.vcp,12,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_49_25.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_49_50.vcp,14,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_4_25.vcp,9,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_4_50.vcp,13,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_50_25.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_50_50.vcp,11,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_51_25.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_51_50.vcp,14,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_52_25.vcp,7,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_52_50.vcp,13,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_53_25.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_53_50.vcp,12,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_54_25.vcp,8,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_54_50.vcp,14,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_55_25.vcp,7,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_55_50.vcp,13,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_56_25.vcp,7,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_56_50.vcp,12,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_57_25.vcp,7,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_57_50.vcp,13,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_58_25.vcp,9,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_58_50.vcp,12,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_59_25.vcp,7,BernoulliNB(force_alpha=True),VCP-Training-10NAs
geom_59_50.vcp,13,BernoulliNB(force_alpha=True),VCP-Training-10NAs
